business_id,max_day,max_hour
zH-o6lAI0ZchmeaqCBoPqA,1,17
UksBiIoqV0sr4kcqBOE4nQ,6,15
n8xJD_wdpcCJo4H8nYoHQw,6,13
FIQz9u8Cy7aTXfMQugUYvA,5,15
rfuCmgGhWoBLx5QvZqadwg,5,12
aLKQpJ0tBBAq3fvDxZZNNw,5,15
0f4IQo7Odn7nvvO4TCAGAw,1,17
setfRzkAcOPxKH5TZLTqJQ,3,7
ZZevr02C4b_g9RwnezdvWw,4,11
v8w1vCDYh6BhXQFzFMUsWg,5,15
F1-TX9MIXnhaNzUtg-yDNA,4,7
oyzxIqrtzu-8sWlPhJVsLw,5,18
6ZjiNJ8-MIaEDY5bm_5upw,3,12
hFTOvDYB5ap59uFgxBQrDg,5,7
yloVWlTVzXFcC4k3pUJD6w,1,17
kzZJjm56gG0aSpyA-dS3eA,4,10
A9d2rc3HfwExmzZ0EDGtEw,6,9
OLsVfrlD7WtNnnv3dapnSw,2,10
I2fANye62hw2rRYvPeeh6Q,3,18
g--Qvh7JzgsX6B1gdEJ1SA,0,12
l39y6WX-S6Hh2h35Bv4oNg,4,11
tXJjKTEAqwi-jdPjeBqvhg,2,11
v06Y2xsxG7YclH0P1m5uDg,1,17
y7zVwjkzHMJsOi9wXSrFXg,5,13
YTOU3COVuBdABXb3Wci_IA,3,12
winRNt7prallDbpaDMS9Ig,5,18
O7PaiUSz67pYmqSvb54WEA,6,18
qkeRXUvbFKDHMELa24G8LQ,2,12
X5QTGpPfqXFtmtizsGAksw,4,12
f96lWMIAUhYIYy9gOktivQ,2,12
WYj43z0qmlKklhcvV75mwQ,3,12
w8ZR15Asr64C4Uo-LsQZxg,1,12
4aohRCqBFuccZyzdKCppjg,4,11
YPjYXym_ELaoo8c2cdVPBA,0,22
ifB_BG2C2Bi4W_T-Hbs8MQ,5,12
-cKWUXE-16M1R15UOt6sqQ,5,15
2h9LsLPdJ7OvZrYJZhVdAw,5,8
TlhwHtKT9xe321H9Axl06g,4,12
vTDJ_ZbxUw1MUOPPG9esOw,3,11
YuEdJcnZQv8XXAoP6GgClg,2,17
ot6cqoy2BObtzteiMzMnhg,5,21
FnX5RbZA0Pv546dMOUDAUQ,5,14
XKFGZwvsk3GVzd1CZdWpIg,3,13
MFlkmsxlDloSiEd8SLjnAQ,1,12
4JbQSLiRKQudjDn9fYyEiw,0,20
EXmWz2eaKTGNIf3FJUlVZA,1,7
Oo4GpxLlWQUWBpHSIRjNtA,2,19
t30AlUH_aankqRnsJ0wxpg,2,14
-cy8EpdXs44iT3FR4En0QA,5,11
3ez4Qs56C_cC-l8x08l6Zw,5,12
WzbFGc_YmDeCuRWDrGCNKQ,2,11
Hlu6geDGG44x_Vk9sP_-Vg,4,11
wKXHOkQropo-YG60OvN6Uw,4,14
-8aZ0v511M1zpoZAC3N3VA,2,12
C7utE_DN2kgE-68_VF8ftw,5,19
gocKJln2Icy2IyCunB1eOA,5,19
6dqDSEMDqTA-wNOdWtshUQ,5,17
mwX2blq0CKRNPlISf2TlHQ,4,16
YAu1dTr3LMvKbWyABKmkYQ,0,12
eXxULzJRIutN6wF1mQH2Tw,0,12
8vxIr6bHZ_ckJ9jy-xGAQw,5,11
VxnV1uMZURUQMNUaPdB8QA,5,16
nL2bJRBPzGCOacqMzQ83UQ,0,11
kuGQG_8i9P-4p9_Mym-G8Q,4,21
DDnmNTvIIQu2t3WZ2EQx-w,5,18
U_aP0IJdn36wYwpiCtQCag,3,23
WFqgUll7rgnI4zsjoKAjDQ,6,13
XmbgMCG_LugzflKuXde72g,0,8
7_fkHRNNHSFVP0pQCWm4yQ,5,21
jyD1Z6eX8XOzwGBqfuTusg,0,16
Fl9lKEaY10EnXxekPcHPPg,6,9
-8IvK1VBMRqYY6CQzD6arg,6,8
IE42zLcQnDkuFGOg0d0iyQ,1,19
mBDhy9j4qwKRnf4h8UQnrQ,5,19
QGFdc1xfKIX0BOZO1mKTuw,3,14
kumWc1nCRW3mkVPIFQWZ4w,3,14
TKJ2qE4NQfTBvekYs7JkGg,4,19
N9RfriA_Jt9qk_yxuKlzmQ,4,12
A9TCNsHFQvRcsZ6zOB7Xxg,6,12
hOD1FviT9Bza1q42D8WB5g,1,17
fjHUnUP1Lt-YAbeWUx2LrQ,2,12
njuy902skPkPM78oAZsJSw,3,10
is-olmqaSZ0KCoe-_ftW5w,4,10
e8kRfAKXM_1qj9LMgp0s2w,4,19
HGOsJ1-GXCk5_8RmwKxomA,5,18
Y6YCdd7RrTXpGFoACkyGuw,5,10
sa-CgzlC0m5xrspvBbz6xA,4,18
zG_wv69bsllw_PWhOmoAKQ,5,18
lAGDe38li38fyf971CslFg,4,19
x0aDY0aG8H1ThQO5dw7taw,5,13
pALpJ6xRXPgBNw2s3sDHxA,4,0
CFaRVxsnN4Zjf28cbORKIA,5,18
wdEnI9WTLHiqSCH1RdJ40w,3,12
podj1OWSL3oEJsOpGj8SUw,4,18
18X496TOlKunSiAnm6z1dg,5,13
BQ5SOijC2WUEc_ySFfH-wA,3,9
nf-XFT_vCyPveDM6Q51xxA,0,10
Ec16pSB80VFjjO-8cueB0A,0,12
WwhH1nme6D4LUqqkwZfJIg,6,13
DnA5Ec7DOvaaCxmnLx2iYw,4,12
jY91cyqDJX2ndkoOYhWDmw,4,12
pYaTHEgcpSei6xfkz2GUow,2,12
PQEdAHHbz5-WILZed1uZdQ,1,16
dG7KLQ1a584wI5jSADIPIg,4,17
wku7HTNh8KcHpH_sAqIX9A,1,16
LC6IaRD3k_taq4kRufxuIg,2,11
ZsLq6mPkGknPcZ-u4a_Rvw,0,6
IPsG_71MD8pwB9i3TKOJYg,5,11
U3wrDS90g73VcNM66dQP6w,3,10
FrBCYtCS_jydDjg1KsIgWQ,4,15
ULDKKycIal3x589V-yEfmg,3,17
OjfynPa2SokmmRNbxpgeog,4,18
qzd0Sc2nhArm0ZAnpKdEzA,4,17
hxw-JWXKkYOSjZP0iZlj7g,5,13
nS-7i9dyLr1M4pwWjNmCEQ,0,0
7ntQeXCgfRU0GazrP5TG9A,2,21
5wefpQ4OhJ4srP6j1vLTWw,3,16
T11YSYqwlRDC48V8-W1GRw,5,11
TlQctwynSGjA2SfKHeY-2A,1,12
ysq6-vQZjjE8jS5bNHWr7A,0,12
YRWuNpZHoSpy0zPpc7TzqQ,5,17
D2hBJ_k4YqP1gIrjDlVRIA,2,15
glyBPxS7HEAvYZYk_0IF1A,5,14
PH-KVHAPZBk8pTF4hsuVdQ,4,13
wyOMi6P9E3C8Fk1IxlcLJA,2,13
7_w9XmNhl_l0N3jN3F-qTQ,0,11
EoUWD6wATa-j_PagZSjYFw,0,17
rhaqjNaD83A-pOWAZe3xmw,0,12
OkxO2FoKMxVCFzskLeI37Q,1,19
lig_u5J0jLjMnwhrNZsL_w,5,18
ftd9rD_hN8V5WGGWDv5LWw,2,12
EFxaUHb6UwOpsvIIdZk-Ng,1,13
FGTbFEyNmsPoDoD93T8iSg,5,22
XLqnjlLYt0_q_NG7l_BpMA,5,17
3vKhV2ELR2hmwlnoNqYWaA,6,10
nm-s0cj2ehLWpkv0eseoLA,2,15
9zJiBcKFa4F5xYwRuR1Law,3,17
YT0eBcbyTuBmqaoUl9IgmQ,5,14
vi3TSM3KR-OW7LlHJ6QmEQ,5,10
yq4NDtkYiNv__Qik0TYzyQ,6,15
j559p_Yelp12W2W_gTvDaA,1,12
cRwNwAGQ8Pc_-orLefrwRw,5,12
C9hftUy7Tt7Nq_wNXgsc3A,4,12
ehniPgvO3bL3A7qNTmNdLA,0,12
a12JKFiqBVyaUfTWNaAzQQ,1,18
6RrGSs5Gi1AWzBEO_UDviQ,4,10
shCdCHRbnY5FTMJbWl-myQ,6,12
HwizZ6pGOfjHM8ypWfPXVg,2,12
BOpzxHBVONZ414dHGvOLpg,6,20
nJNvvbLZ4aenArn1C5-3qA,5,13
3g1VhiYuDWqJOH3cp3ugIw,1,0
S8R5c7-plWe3NtmijYAJvg,4,12
FS6GzxtCTxYVHXfVRhhwVQ,5,14
RShrvt5oIS40FrcX6bCHSg,1,18
mUCnBxGcojdefdELxTcpRQ,6,11
KAiLJpcTFXmsCORyOesh5w,6,11
ejfy33R1avFm7oygL34uQg,4,12
MGYsSEF1HHCw6bUjskjJVw,2,16
nL9tCTn4Sswcwcdkol4URA,5,12
n9D2ymVVtYiFuVnvC9sl-w,4,10
a2m6DRhE_wXZwDx5yORTPg,2,15
tJplzQDIfCXFFO5wG50rpg,3,11
FmvqqBAU_IuMk5iGp4Y0JQ,0,17
qKBdXH1kZNU-c9BHQaTUag,6,10
DUZyazpBziX1v3qGZz6PrQ,0,12
cfy-C6XNFt-F-dCQfK7EDQ,4,18
IXssz6N-sgX-RrVjThcMaw,5,14
JbJDlfcnYiyZRXeHQcAVjg,4,11
E13puj01cJq7X5gNU7kVWQ,1,11
JQyPZXDqoABsotLk3ZD3Sg,5,13
AOk-iOQ0UtHio-EOiYnUPw,0,7
cN6aBxe2mQvrQlzk26LyRQ,4,18
wxIDf3JPqLg-5KP-viUFSA,6,17
BnaUTHD1ZmgIuYtzjDlXqA,5,11
P8pJ2tUS-KnO8H4sbaAxTw,6,17
dcd3C1gWv-vVdQ9XYV8Ubw,4,18
cY96WnOapNKQBt9ww-c1DA,6,11
hzHyNCc3WijMVOzPcCuRJg,0,13
S0wvx9r-Pt3hTXLynP7qzg,6,11
XD9Wem3sW05U_0sQIhETUw,6,11
_YswYrpv6YdO3R3CP8R8oQ,4,18
aozcOaCMwOHG8s-lbZ6_gA,4,18
mTjHcl-pkNO4iOKY8rVHPw,5,17
w8GkMhkffGBW1DBzihMLcA,4,18
A2FV9GfXrlMzMRi_Bg3URg,0,14
4bi6m2WWnSUnQzR4xLF5BQ,4,8
tLGZuCf_PPK-sGPS66_RZw,0,14
eK6KGMKqU_4nB9RdayZD7Q,5,16
jch1dxmn8_O_HdBEyw8wkg,5,19
N-18zbUr2ueTVyxuEIb6uA,1,20
3NsfdaGfkhQbRrjjoYhTew,5,8
5GQ6OxlVADv8VwvVLeE2xA,3,16
uvgI3CcxHnyGb_akVb8TCA,0,9
-WXH-j7_Ugm6phJDdY5bzw,4,20
yKMn9JUT53MAlsnrbuHAig,5,20
ZoKxIEQJn4FrRHXtnmMznA,6,10
EreqxAEKm62XtDMRYXglDw,5,11
WPSM_oTPceoSnwqQWfAsdg,3,11
nxXNJyYrUqPrSYn3gev2cg,6,17
z6V7Mb0fjHo_JT3l7dCKsA,5,12
3Q7vtF_cdHGyp2JOlKcu-Q,4,12
-nC13Bk7eJJN1likqJRY1w,0,17
GXFGmNCR4jgT8toUBQp2Hg,3,11
UI5ghIUeHYxzwSfaDVUXOA,4,17
SGwnJIFKGQcYzE2c3ebs8A,6,12
yOqbQmXXUYmgeBbimTbv2Q,0,13
WNy1uzcmm_UHmTyR--o5IA,4,19
3dOUEmJjFfb8iW0H-kbEzQ,5,13
BsFP-DqQjt8AajSN4s7brg,2,10
ZAgPh4v-oOb1g6cdlkKI0g,1,12
4JzzbSbK9wmlOBJZWYfuCg,2,18
Udas3Rfvcb3sv7q8OeJ1Rw,4,15
koeabE4cC2YsJprWXUHdhA,3,10
bFvqYJhVQ3BQIMSVnQdVNA,3,10
ZhMlXLXuZf5z7lxunHk2ww,5,17
qofIz7YPyRqvs7YOjXjgvA,5,13
C3O6_W21J6aVXwzvDyDBeQ,0,16
oZnDl9u2CImtvvKrc3KmPw,1,10
P4ORLZJfbN9yExjg13gVMw,4,19
XWnPKyuXR3oibf-1EoSzkg,5,14
g0nkxJcUxyBc6_s3JKclRQ,5,12
loj-LzdcfSlCWUXRQEN7iA,0,14
_7Mpa61xZCAwagQxK7yyEA,5,16
TCCkKCGzOxYkJ2NYB7_QxQ,1,16
kn9KGYt5JeZuTc6RSi1w0g,3,13
wsSm8wDAuNHKGOJKmoqsGA,5,11
bdGLua8IsX1YxRLqtDLixA,2,10
tILg5upSAPLhGCkMeDO0iQ,0,13
8d1_pRICU16paEa94ey_1g,4,6
M1L8gJ_rcknK4CBeuSo9Jw,6,10
IdxOuGJ0mr-5vSSh6YX90g,3,18
edYwdgfH_eLodiiAr70EzA,2,17
VGKRrcQ4yPXz1j9QpNLp9A,2,18
6DOAe3gQQ0ibCc3XWqHDlw,5,16
rbCrkMS0bKqEOQg_fzpSVA,5,11
LEQUQuNEByxWNpv4eWYq1Q,5,17
JrQuZeFYMOyO7pgt2QsS0Q,2,12
GoS_IBdFdjZrQ7J2LSrCMA,5,12
azBHKHqif0NXO3xcALo5VQ,0,12
eltBRxiy9QlXA8QwgoyZgA,3,22
BLHR4o5R4uTuRV0uY-COjg,0,8
2iacT7J9o_UIIRNnF92WXQ,5,16
bFYSlmpgG2z7v0AvRbqmlA,0,11
wqGhQx6gVE5vKNMnm5WrcA,3,19
g9WCTu6f_e-YCgeqh0S-xA,3,10
0wK--zW6Bgqgvnob8Qc77g,5,18
4MEX8zVPiOAJ3PsKk9DojQ,0,13
7y0r0_YhtKlZLJSkLKcu2g,3,15
GavgziItjOIkqqf7zm5w3g,6,11
uZnVzqGyanhf1mSNRqrLXA,5,15
WjT_DJivd3I98FxDgEZpTQ,1,12
3XD7VYs5NDJeMKKKVlkEgQ,5,12
lUuJNwIaIz83awgyvI7oCQ,5,18
uFR7CpDJlW-gNdmk-zhIGw,4,7
O9n4xeNjugFIYZtvj7wlbw,3,1
x737irkRUs8ABGRc2ILLAA,4,13
hF6KrTKdQBk0wDIkZmhFkA,1,12
UCid2Tas6K4SB9sHO9gQ8w,4,17
i-_zPMYB-DrAuRNOwhYE5g,0,16
lDpZvI18smqlyBeC4YykFA,4,14
Qj2h9JA59E_J-ogfdjx7Lg,6,16
cIwMq5KNq0ASQzoTP1dE9Q,1,11
7RLjQ0Y8wRihcPHJP3BpkQ,5,9
ewZlgc22xN5NNQ1H7U6Y7g,5,18
Vu8od1U-h5qqwj3Jf_Hnzg,2,13
VaUPAYItVG2qf3YVx5yHxQ,6,15
fKXwK5K5iCAMPHgqVPDhiQ,0,17
UKgSs_SJzW9fu4CwhIV1yA,5,19
Pyu7o8W7I5l4h1-QhgGJBA,5,19
ntH7Mo1JZdkglMiQXZy3Bw,5,7
jCt_p9sLgNOMJy5_0uo1HQ,0,14
On_3zLdujQdvDbBYUirNWw,5,19
GV1P1x9eRb4iZHCxj5_IjA,4,18
XMsf2z-YwN6OLDXC08P0qA,5,18
PesjIUpxBigUMLHcj8CUNA,1,18
5zrVZnla81bH9eh76d5GVw,3,11
oyCqRo5-Huv6Rf3aO9vjlw,0,12
lfpqZBW3NCrx76RiFtGBRQ,6,19
kpzzEpXcHo9yzhUcz14chg,6,11
C0Oax-LBEFf0mmPSugymEQ,1,11
bsEJKduEgoBhNNNHO4ZHEw,4,14
FiiNtpF1GW0aSzW7Af0TdA,0,11
ld8EieGsC1ZUSHzKuVOqTA,2,10
J3INwTy4KZJ8aJwVoOqAJA,4,13
Egz__VbBv44tWPY95rPWEQ,6,6
c_Hgu6zirKI2l71TAhrTRQ,5,12
Em8zrIuxwBXnIZMDMreErQ,1,12
EHPIIcpJ--7PeCf3gqPW1A,1,17
Wg_mT_9_tLbsLfzTtnOBqA,4,12
1_hehqhtdcsYiBQ9rkwDzg,3,13
8r4SKAKp_ugLrmhrxDBBtg,4,17
XBm9ffI2pK-A_HcoHXAbcQ,4,18
4H3VSYGMSmHNKT65FJEfwA,1,16
Pl1qDTX90DSLHo-ZAlAh9w,6,20
7LbqRnM6DPbLuBV4DGi5iA,4,12
OedV_QX8aD7MeLqshhWkCQ,6,21
nJ-F0AAg7LDs_nAsgpeGcg,5,15
O-SE2b4SncLzk6jnPd8g6Q,5,11
bMqkyZZzfJ3CnmrgGBjJGg,3,0
lKQ5hnkSQ-XP80jNCH46nQ,5,18
IVc23uY-36WUNYoIbz42Fg,6,18
y2lNrjv4lg5gvpYhtUmfpg,5,8
CC134QBR0XHU6r7XKMpC5g,2,14
MHPXDXVE_cUYodfPhkadeQ,6,8
VN5gJKlXIBQzx_M32F_lkA,5,19
MNVLkDb1cIXBlSgj6L9rbw,6,22
y9cQ0DBC0qFNgkpTXHzokA,5,12
RBiiGw8c7j-0a8nk35JO3w,4,11
W6CL0xexbcBP6KNPKMNrTw,3,18
h7GjXjxIhMVChtYeYvdX2Q,5,13
QqJMC9enrJ8UjlASZuV3rg,1,9
JN2qXIuDXnV2d8WnSqd28A,2,18
VPwDQ-gsWAg44afMdNWKaA,5,17
Goh1iRVtzLuYRVm8kpyyjA,5,16
cxNssAOXk9N6McTeD0LwiQ,6,17
9syGIeH7Xryqgp84ZnMjPA,6,12
pM96dn6jrJg2V7Aj0trPCg,5,10
EJ390XK1qtS6dbXadwdflQ,0,16
DiL46Xy45XVDSZF3-krjpA,6,12
KcJz_9ETyKgvVhw7GEgaAQ,5,14
3lkNO9_56k-VLZXyS8EDSg,0,15
OFBJtqWGSx6n6CchtVmoRw,5,18
3H0K9sqjyjx5TUremCh9sw,0,12
iins67bZVJeDrjiOTZh8DQ,4,17
zdU1-gcUSpQ0J_iRVVu_Yg,5,10
rfHQoulCmGmA9bMTA-ckQQ,4,17
rkGPf4cbyUJqHgKZPvaTnw,0,19
Shl6PtJERnowSJSC4IHbYQ,3,12
kjOx_XcgGG662y54qQAGOg,2,13
4tncsL-je3tcBhg-uppJVQ,1,17
sUwVz00qBevDgt2dhe_KXA,4,12
jfXqQTdxktGQWkELGn-7wA,5,17
g_M5FDRUNAMmE5ZHatm9wg,5,15
4EeLblEpJc2VeBowa94YPQ,1,17
ntJAKLAq0cXzzdFgPoo0Iw,4,16
VaS7LItYGX5Dr7rHe7aJiQ,5,19
Ud6MAIcHxyao99gnGWqtnA,5,14
09dr3kXV8Ff42Ur3mCh3LA,3,11
8nk--14Irg9PtpQLWg4peg,3,12
lmVcr5vBW8DJ7NT7xezynA,3,19
2ceeU8e3nZjaPfGmLwh4kg,5,20
P5uC-zfGG6yqoQDUyqyAvg,5,21
8PYmv83XaJTioz5_A-SVxA,5,17
uMfcbz3rXRBH6UowDVuK7w,5,14
AnjC5W7LGM5tzGW0oVwDNg,5,11
2J1DtN7FjGICQcgRei3jKA,4,18
royG3-ZCroJsggnSknl19w,4,16
niPFXq4r2mc0zFlOpWV3Eg,3,12
nRO4tRwimU12hg7Cnz__iA,1,18
jf4RUa9EQO37hqxRCxbEXQ,0,11
XNRpzSdkA-9YITQZTlP6iQ,6,21
tm-lmBXzrBeKUDj_eQVZYQ,0,17
v11wtoKy5sKLAdi8355MKA,5,11
IxRxm34eehQ-Vx1qcsIAWg,5,17
P3XTxImHMkOCY9f7RDUvvQ,2,17
ZZP4c4epsE4j_SniQe6KnQ,3,11
iIoXkSIYVsj-bH-yWqWB1Q,4,17
sQnIwxSmu3toihB-BCYjqA,6,13
vRZhCuKs1TeyrNtDcFJrQA,5,16
aVpk6sNN96kOuXRP8gpgLQ,0,12
7pj0w2wN4LWhvTCPz78h1Q,1,19
PYfbYi0M_q8sTmVBaocyow,2,11
OT9Xul2E8cNBmKp2DXYqcA,5,11
0Gu2cpJ5x9ZZfDDHohBY_A,5,12
ilJiRYZgxjrEu2iexKu-pQ,1,12
qiFTZ7aJz-FXt1wz8YigAA,4,17
CVk_Jk7vU9JlP-U_fArQqA,0,15
vxC3YTLOeGJwrnHcep63FQ,1,17
T1EfT96sCrn_UUWQMhzB5w,5,0
8lKiCgPn_eonn5CNsffabw,4,18
-EctXOb3B7T177jGYUhjVA,1,18
pOQpwDJMikAgrM8BW3iHnw,4,19
saDJPEJvnionK0PZwSF9FA,4,20
fwtnvLp2WknJXNwo2wYGNw,6,11
0VZ9kijz5gM38xP6UCZ9uw,3,13
1sNa5oW9ZYX8MbMFkx9LzQ,5,18
MoGt8mIg6yEdkPjHoTNb7g,5,12
-7smFzvh2E2fOOYs-0Dl8w,3,18
s02x9kPbZii-uw1x0Oyy6w,1,11
oJpmYvLibGrYPDvcaUeMOw,1,18
hBhIdGHnOrybzw-VuGuBig,1,12
lnX2gaGdO0fNtykyFrp1AA,6,7
3RrRw6ZCsLgHEdqJQj5wvg,6,17
QBWJWwL7YV-sw8geqJvU4A,2,12
Mi8P-T5iD-vOygGunrw-Dg,0,9
fkoiZ4YDyIe8Fdm4tNBNGg,3,11
K9lqz1JiwNE6cctR6qsJuA,1,9
es5oJtSvYWy9NxILlARMSg,5,21
ZPAqjcOKeloLA7-y5kFuDQ,6,16
k6i-IXcjyaUgYxhqR2VHkg,4,14
tZ9qG1Geg5miZnDAOD0YOQ,1,10
5WRpxAc9lvonVGfuX34hlw,5,11
VjzclBdSXmf6uNrD0DG2bg,2,11
TwMfahsPHFnkLiqqvyalAQ,6,17
40B5TbtZbiGV4blFR9S6Dw,4,7
urBWfXQjyyWIO5B7FvnOpg,2,15
2mcmuAvpNIJuV3gV0v9v2A,6,18
JgJ7-0V_tCPVcn97aSZVug,3,10
oJbTdA12FozyXISmBx7WAQ,2,12
e8Eke5v8pXw-PuRCu2uPjg,4,17
Tgk_OouuTX4UreQcHbem4A,1,12
n2GvkLwD8kjrovGYimpoBg,5,11
MG1IbQUurcXn8NQgXGM34Q,2,11
7lbvsGKzhjuX3oJtaXJvOg,5,10
D09yG6Z3gcsh24Qn7Y4gYA,1,12
KECPmpLZxwroxLeUy9TDoA,6,13
NLwoqRvU45qQqU_eNEEarw,2,11
qAORECtABjr_FsvSzy1apw,4,18
vdSqetuu1LehZiiBu8hSXg,1,11
9Woei-yx8GFIOeZ3eo_ElQ,0,16
5jpFRzXrx9FGH8qgQ0z9-A,4,12
ttSvZJIckQKN46sLeH_yRw,0,13
EcHuaHD9IcoPEWNsU8vDTw,5,17
r7Ge8_c5Y2TXthb4CSjzaA,4,18
5oKV9EqpfVTyPMK3_a1JQw,5,16
r8CwFUEQtL8gAT9KHnNhuw,4,17
jS6flcYZwd3xbEfNsM0B3w,5,12
-JpZiiGPKOuCEiODGNyovw,2,7
vjhOjeoKL_TGPXON6XDEsQ,0,15
41J1FgfIsmsLRCZ3QILG6w,1,17
13lNc7KSuVHBrUybTR23qw,1,19
s4k02jzQ6noN2slpaRXjAA,6,16
F0l8mp0U8BZDF2IBeWZduw,4,20
4KYZxeMyZ5YUp5GvmmCd-Q,5,17
zZFXEqWY_bE6s_f38RhNMw,1,13
xGiFwao6wwE_ZFYlZbhnqw,2,16
3I8kUGzDOIKz95llTBhIjA,3,16
eyjyLrHjTPGuynfv-glYcw,0,18
kLfJNtvpbomNTD8tqm7ukQ,5,16
QAUDLYNxhHGdUn5YP7au_w,0,12
sS0CSU89WwFtOiARbckgbQ,0,12
Us49chcQrPwU9Em67mQk1g,2,12
xz1fQwwVAhqA9MsmMaGyZA,5,18
nts2OALwvyvfNh9focRZ3w,5,10
wBM9MzNd6s-KDeRcRULJ5g,6,13
knLSows1coxal0jKtFGl8Q,5,11
hvnNXEPHglWqRjFRtTMi9w,1,10
EQmxZjaU3IoXjq23dx9hag,4,12
EWnSPExh_T5zTv6oMJOC5g,1,11
LS_HjBHHudcaTWbaV0TUCg,4,18
uL1faPt6dsuOxUUE0yXZeA,5,17
-AAig9FG0s8gYE4f8GfowQ,5,12
UAzZDOlg_Fp4-8YhHDpo2g,4,20
mNVi68A1thk2cYnW_c3e7w,4,13
WSHQ9qpL39g5xA3E5iBCmw,4,18
6SbjjsCkyYS78fvBXK2xGQ,0,16
IAaKCOkZ4FVfyct4x-tUsQ,4,8
swTlVUKw6EMCRguu821ROA,4,11
q7MXrL3K5COL51o_bxDLDQ,3,17
8KDB8MYNPlIj73jxrzVb-g,4,12
OXJZlVOYZwyrf5cHLmfStw,2,16
jVgtPnzXvZQOCCIUPEBktA,4,18
VS6eeO_IxSW0pQOWPtXSEg,1,17
UCEAhciqe8avW1N-bWJ32g,1,12
FkHhy6kWeoJf0xJTqzRWmg,6,18
BluXDgvhSEMmvyjTiegWoQ,2,10
RE8VQAjKtowpuE9GVB1YbA,0,10
LBskB7ACUPV8xxjBPKnxmA,4,17
Nqnsv188jpV-FdIVTuBjOQ,3,19
NvyoHhPm8wnkxIHaaJYHFw,4,4
aBjgE5pLhtz4RGGR-IWpGA,5,15
7XfT2w9Eb2Xbu-iP4xulPQ,5,6
JRwi26gv3IxoXoRY8gIQ4A,4,5
Yby3wsw1tf35pOiHzKYjEQ,2,8
9OtcE1XTl3xeB-icTU15FQ,1,19
ytKoF3d0XQGt5Va8ru0GMQ,2,18
nvaAUTTl7oqiJDhuimNG6A,5,9
IdeaZxHXTodHhNtdZk40QQ,1,12
Bv3g-9R5wUevZPP0jzihqg,0,11
2bdKR3l4o-S1CscLqqnvVw,3,11
1CU_ksC32Hz7QmioMH91nQ,5,8
BmHdO6R4AcacBPUhzGdTmw,0,11
fowXs9zAM0TQhSfSkPeVuw,5,12
rPp509oz4oFEdncoo7v_HA,5,18
ZzkAAfn6Y4HGd2eUi34EHQ,5,13
jjU7ed74pJ4053UYEsVLhA,2,7
sEKStydwjfbHXuWK1ciBaA,5,20
wifoRjVr__Fj56jfe1_RSw,2,11
zDfaNgSYLn-TwquB5A6AaA,4,17
x_2kKQYLSRsa2OgPmGgWCw,2,12
aBjWR-Mol58GMsRAdz2Tjw,6,11
L-GfuOmn9mv55571uXvf2A,1,11
wQXqj3GTHsF3AcWB3LTxMQ,4,12
9XXRokqQsjitcHuwKTA2WQ,4,19
Umg9N8SFHm_B53uetHH8JA,3,20
cq99ZjMyGw-WVje7aylu_Q,1,15
X4OTStP2p_XmGgBfqslplg,0,11
ycBa5cnSa6hgdB7rb9rdiw,4,17
V7Da92RVtaWGTL6GNkPT8A,4,17
MJTds5mMqXEzYFI1TDCA8Q,6,13
_pTP5e2WgF10i893mgHseg,5,16
G1LaLNJObuAwZGAcJ7OY0Q,5,14
UtW7T4VKA3E602Q0tNNycQ,4,8
MseESuncyg0jnbmFR3F43Q,4,16
lXhrVkDUsSHebKa2Aa0EYg,6,14
p8yg26BbovkfL2iw7Pcg0Q,5,15
lJcXm5UJ2yAGcX6hUN2kfg,4,12
SZvYxcvYYVRue9MXcEDjsA,5,10
ggKTLa0xVz-WGBGatscMBQ,3,13
7SO_rX1F6rQEl-5s3wZxgQ,6,18
lK35BgpjOMXwchPzqYWomg,5,17
d6CUe9LjkFFqYtt7WuW5Lg,6,18
bbiV-lPmRaK_gjzE77x_jA,4,11
a9Wk44qJLWoJQT-_H8MB-w,5,18
uYQo0oDXI5NEoMJNWXnx8Q,3,18
cAhn-O2kSI0BNPSCDKdNTQ,2,14
M1U2A-3vLFBFKfAWW8UGQA,5,9
JIV4LF8KE8pAUnU28QAhIw,4,18
Lvf3N3cfLAmOc5y8Eg8KDg,4,18
ORPFMdzXiIhxATWTJc2-4w,0,17
MeNGysjFqohQAnDRPNI90g,4,18
ha3m97grf27exFfyrBys2Q,1,16
WkuYEGPXwTqTGCqWtJU5tQ,3,8
IfMwqincIFlyj4L0qa5BRA,0,18
E6DnUFy3GoN4DxTqturtug,4,19
p9vPvx795VrVfwYv1IXicg,2,13
RQe1UP_PZ0vdmg9oCYFKqQ,3,11
-M1rR1Ip7NOlMn5EbUkuog,1,6
SgGINtDKQgoXoAnQgrDKDg,6,20
Urz4uQvrig_aQ3k1tWcIjQ,3,11
h341Q8AG2OytBgzN9hh1Mw,2,12
8Jj1kLJ4NKAamwE6xtQ7Fg,5,12
dQQ4wVKoGZGpqo_SAxz_NQ,4,11
nOZ0-lTokiAAYMwlZs-LFA,5,11
cjjZt2oOkk0F152RkQMfQw,5,21
zgVB7SLCetIbFl_saY747Q,0,13
QoFRAwMpoaMBlfg7ygh7rA,6,12
MXUlPo6h3gN1l6iRm1mVjg,5,14
drqCrnSqtGffJ1z60aWkxg,5,18
03m0CGFwEInR8ZBGrqmO7w,2,11
